transaction_line_item_id,order_transaction_id,product_id,full_price_retail,discounts,revenue,quantity,return_reason,currency
R12798893949006,RET#3309369,40106359193678,-69,0,0,-1,size or fit,GBP
S12798893949006,#3309369,40106359193678,69,0,69,1,,GBP
S12798911021134,#3309401,39399871414350,69,13.8,55.2,1,,GBP
S12798911053902,#3309401,39926152888398,69,0,69,1,,GBP
S12798970298446,#3309450,39399871447118,69,0,69,1,,GBP
S12798978981966,#3309468,40106359029838,69,0,69,1,,GBP
S12798978949198,#3309468,40230420873294,69,13.8,55.2,1,,GBP
R12798983602254,RET#3309476,39399871742030,-69,0,-68.54,-1,size or fit,GBP
R12798983569486,RET#3309476,39399871479886,-69,-13.8,-54.83,-1,size or fit,GBP
S12798983602254,#3309476,39399871742030,69,0,69,1,,GBP
S12798983569486,#3309476,39399871479886,69,13.8,55.2,1,,GBP
R12799035932750,RET#3309549,28538965295182,-84,-16.8,-66.68,-1,too tight or too loose,GBP
S12799035965518,#3309549,28538965327950,84,0,84,1,,GBP
S12799035932750,#3309549,28538965295182,84,16.8,67.2,1,,GBP
S12799054643278,#3309575,28587503419470,89,8.9,80.1,1,,GBP
S12799054676046,#3309575,39399871414350,69,19.32,49.68,1,,GBP
S12799102156878,#3309656,40245470462030,129,0,129,1,,GBP
S12799102189646,#3309656,31892461355086,89,17.8,71.2,1,,GBP
S12799120080974,#3309676,32576267616334,64,12.8,51.2,1,,GBP
S12799120048206,#3309676,40106359128142,69,0,69,1,,GBP
S12799137349710,#3309704,39399872233550,69,0,69,1,,GBP
R12799146688590,RET#3309716,40070730448974,-64,-13,-50.58,-1,size or fit,GBP
S12799146688590,#3309716,40070730448974,64,13,51,1,,GBP
S12799146754126,#3309716,32576267518030,64,13,51,1,,GBP
S12799146721358,#3309716,32576267255886,64,13,51,1,,GBP
S12799165923406,#3309749,40154584711246,178,17.8,160.2,2,,GBP
R12799226019918,RET#3309835,40128449118286,-84,0,0,-1,too tight or too loose,GBP
S12799226019918,#3309835,40128449118286,84,0,84,1,,GBP
S12799226511438,#3309837,32826539868238,84,0,84,1,,GBP
S12799226445902,#3309837,39399871742030,69,13.8,55.2,1,,GBP
S12799226478670,#3309837,39509055242318,84,16.8,67.2,1,,GBP
S12799228280910,#3309840,39399871479886,69,0,69,1,,GBP
R12799254331470,RET#3309888,39399872233550,-69,0,-69,-1,size or fit,GBP
R12799254298702,RET#3309888,39399871709262,-69,-13.8,-55.2,-1,"fabric, color, design",GBP
S12799254298702,#3309888,39399871709262,69,13.8,55.2,1,,GBP
S12799254331470,#3309888,39399872233550,69,0,69,1,,GBP
S12799257509966,#3309894,40106358997070,69,13.8,55.2,1,,GBP
S12799257542734,#3309894,40245471084622,69,0,69,1,,GBP
R12799267471438,RET#3309916,39399871709262,-69,0,-69,-1,size or fit,GBP
R12799267438670,RET#3309916,39399871447118,-69,-13.8,-55.2,-1,size or fit,GBP
S12799267471438,#3309916,39399871709262,69,0,69,1,,GBP
S12799267438670,#3309916,39399871447118,69,13.8,55.2,1,,GBP
S12799295422542,#3309948,39399871709262,69,0,69,1,,GBP
S12799295389774,#3309948,40106359029838,69,13.8,55.2,1,,GBP
S12799299944526,#3309960,28538965295182,84,0,84,1,,GBP
S12799299911758,#3309960,32826539769934,84,16.8,67.2,1,,GBP
S12799306629198,#3309973,39434150641742,198,37.62,160.38,2,,GBP
S12799332974670,#3310030,40106359029838,69,13.8,55.2,1,,GBP
S12799333007438,#3310030,39399871709262,69,0,69,1,,GBP
S12799334514766,#3310032,40266537435214,99,0,99,1,,GBP
S12799334547534,#3310032,40230420906062,69,13.8,55.2,1,,GBP
S12799334481998,#3310032,39668544110670,39,7.8,31.2,1,,GBP
S12799417745486,#3310178,32576267288654,64,0,64,1,,GBP
S12799423283278,#3310188,40230420873294,69,0,69,1,,GBP
S12799423250510,#3310188,39399871709262,69,13.8,55.2,1,,GBP
S12799425118286,#3310191,40110633680974,39,12.6,26.4,1,,GBP
S12799425085518,#3310191,39991315038286,84,30.24,53.76,1,,GBP
S12799425151054,#3310191,39399871447118,69,21.79,47.21,1,,GBP
S12799427149902,#3310194,39926152659022,69,13.8,55.2,1,,GBP
S12799427182670,#3310194,40106358898766,69,0,69,1,,GBP
S12799441207374,#3310213,39399871676494,69,0,69,1,,GBP
S12799454969934,#3310228,40106358997070,69,6.9,62.1,1,,GBP
S12799454937166,#3310228,39399871938638,69,19.32,49.68,1,,GBP
S12799462572110,#3310235,31975518928974,84,0,84,1,,GBP
S12799468535886,#3310247,39399871709262,69,13.8,55.2,1,,GBP
S12799468568654,#3310247,40245470691406,129,0,129,1,,GBP
S12799479971918,#3310254,39399871676494,69,0,69,1,,GBP
S12799479939150,#3310254,32841360703566,64,12.8,51.2,1,,GBP
S12799511199822,#3310274,39337885663310,123.64,0,123.64,1,,GBP
S12799511167054,#3310274,39724644335694,123.64,24.73,98.91,1,,GBP
R12799532367950,RET#3310302,40409332351054,-84,0,-83.24,-1,poor quality,GBP
S12799532367950,#3310302,40409332351054,84,0,84,1,,GBP
S12799561334862,#3310321,39399871676494,69,0,69,1,,GBP
R12830372954190,RET#3305118,39399871447118,-69,0,-68.69,-1,size or fit,GBP
R12815075606606,RET#3306718,39399871676494,-69,0,0,-1,size or fit,GBP
R12836906106958,RET#3306833,32893687529550,-64,-12.8,0,-1,"fabric, color, design",GBP
R12814118682702,RET#3306952,39399871479886,-69,0,0,-1,size or fit,GBP
S12795537489998,#3304582,40245470560334,129,0,129,1,,GBP
S12795758542926,#3304884,28587545591886,105.97,21.19,84.78,1,,GBP
S12795758575694,#3304884,28587503681614,105.97,0,105.97,1,,GBP
S12795784757326,#3304935,39399871676494,69,0,69,1,,GBP
S12795798323278,#3304966,40290377269326,89,0,89,1,,GBP
S12795976712270,#3305271,40245470756942,129,0,129,1,,GBP
S12795976777806,#3305271,39399871512654,69,13.8,55.2,1,,GBP
S12795976745038,#3305271,39399871774798,69,13.8,55.2,1,,GBP
S12796043788366,#3305368,40245471182926,69,10,59,1,,GBP
S12796043722830,#3305368,40245471215694,69,13.8,55.2,1,,GBP
S12796043755598,#3305368,40244728758350,39,6,33,1,,GBP
S12796049719374,#3305379,32826539933774,84,0,84,1,,GBP
S12796050571342,#3305382,39724646400078,99,99,0,1,,GBP
S12796050604110,#3305382,40108652134478,89,89,0,1,,GBP
S12796071280718,#3305410,32835365929038,84,16.8,67.2,1,,GBP
S12796071313486,#3305410,32715198267470,84,0,84,1,,GBP
S12796084977742,#3305429,40230420938830,69,0,69,1,,GBP
S12796085010510,#3305429,39509196079182,64,12.8,51.2,1,,GBP
S12796085043278,#3305429,32576267354190,64,12.8,51.2,1,,GBP
S12796117221454,#3305495,28619227922510,84,16.8,67.2,1,,GBP
S12796117155918,#3305495,39668545421390,39,7.8,31.2,1,,GBP
S12796117090382,#3305495,40230434308174,39,7.8,31.2,1,,GBP
S12796117123150,#3305495,40222443700302,89,17.8,71.2,1,,GBP
S12796117024846,#3305495,40070730514510,64,12.8,51.2,1,,GBP
S12796117057614,#3305495,40051634929742,39,7.8,31.2,1,,GBP
S12796117188686,#3305495,40154584449102,89,0,89,1,,GBP
S12796116992078,#3305495,31975518797902,84,16.8,67.2,1,,GBP
S12796151332942,#3305544,39541981610062,99,19.8,79.2,1,,GBP
S12796151365710,#3305544,39541981347918,99,0,99,1,,GBP
S12796165324878,#3305570,28587533238350,98.74,24.74,74,1,,GBP
S12796165259342,#3305570,39337886187598,109.42,27.42,82,1,,GBP
S12796165292110,#3305570,28619228020814,93.41,23.41,70,1,,GBP
S12796171747406,#3305575,40200690925646,38.35,7.67,30.68,1,,GBP
S12796171780174,#3305575,40110633648206,43.64,0,43.64,1,,GBP
S12796215918670,#3305648,39399871512654,69,0,69,1,,GBP
S12796222570574,#3305661,31563607867470,104.56,104.56,0,1,,GBP
S12796222537806,#3305661,28538965393486,104.56,104.56,0,1,,GBP
S12796224569422,#3305665,39399871742030,69,0,69,1,,GBP
S12796229681230,#3305672,39399871447118,76.7,21.48,55.22,1,,GBP
S12796229746766,#3305672,40106359029838,76.7,7.67,69.03,1,,GBP
S12796229713998,#3305672,39399871709262,76.7,21.48,55.22,1,,GBP
S12796232335438,#3305681,39399871381582,88.9,88.9,0,1,,GBP
S12796247146574,#3305701,39399872233550,84.05,13.05,71,1,,GBP
S12796247113806,#3305701,40110634467406,46.77,6.77,40,1,,GBP
S12796272902222,#3305739,39337886187598,99,19.8,79.2,1,,GBP
S12796272934990,#3305739,39614896832590,99,0,99,1,,GBP
S12796272836686,#3305739,39337885892686,99,19.8,79.2,1,,GBP
S12796272869454,#3305739,40241988599886,99,19.8,79.2,1,,GBP
S12796275523662,#3305744,39399871709262,90.84,29.64,61.2,1,,GBP
S12796275490894,#3305744,28587503616078,117.55,38.35,79.2,1,,GBP
S12796275425358,#3305744,31563600199758,112.21,31.42,80.79,1,,GBP
S12796275458126,#3305744,39337885925454,133.58,43.58,90,1,,GBP
S12796277227598,#3305747,28587503648846,89,28.2,60.8,1,,GBP
S12796277260366,#3305747,39399871742030,69,21.8,47.2,1,,GBP
S12796291743822,#3305763,32841360965710,75.47,0,75.47,1,,GBP
S12796291907662,#3305764,39926153085006,82.04,0,82.04,1,,GBP
S12796303999054,#3305779,40106359029838,84.05,0,84.05,1,,GBP
S12796303966286,#3305779,40230420873294,84.05,16.81,67.24,1,,GBP
S12796309176398,#3305786,31975518601294,92.56,0,92.56,1,,GBP
S12796322971726,#3305807,39399871610958,86.93,27.72,59.21,1,,GBP
S12796322906190,#3305807,40399675195470,86.93,31.3,55.63,1,,GBP
S12796322938958,#3305807,40106358308942,86.93,27.73,59.2,1,,GBP
R12796338798670,RET#3305830,31975518732366,-84,0,-84,-1,shipping issues or timing,GBP
R12796338765902,RET#3305830,31975518994510,-84,-16.8,-67.2,-1,shipping issues or timing,GBP
S12796405973070,#3305905,39541981053006,123.23,123.23,0,1,,GBP
S12796406005838,#3305905,39724639977550,123.23,123.23,0,1,,GBP
S12796414394446,#3305914,40230420840526,82.04,16.41,65.63,1,,GBP
S12796414427214,#3305914,39399871414350,82.04,0,82.04,1,,GBP
S12796421603406,#3305923,40106358997070,76.06,15.21,60.85,1,,GBP
S12796421537870,#3305923,32576267518030,70.72,14.14,56.58,1,,GBP
S12796421505102,#3305923,40245470396494,142.78,0,142.78,1,,GBP
S12796421570638,#3305923,32841360408654,70.72,14.14,56.58,1,,GBP
S12796459745358,#3305982,40106359193678,86.93,17.39,69.54,1,,GBP
S12796459810894,#3305982,39434150707278,124.19,24.84,99.35,1,,GBP
S12796459778126,#3305982,39474849316942,136.61,0,136.61,1,,GBP
S12796562276430,#3306128,32841374990414,76.86,76.86,0,1,,GBP
S12796562243662,#3306128,39399872004174,83.55,83.55,0,1,,GBP
S12796563488846,#3306131,39926152888398,84.05,16.81,67.24,1,,GBP
S12796563587150,#3306131,39399871709262,84.05,0,84.05,1,,GBP
S12796563521614,#3306131,40114229772366,46.77,9.35,37.42,1,,GBP
S12796563554382,#3306131,40110633975886,46.77,9.35,37.42,1,,GBP
S12796566470734,#3306133,32576267518030,76.74,24.74,52,1,,GBP
S12796566503502,#3306133,39399871414350,84.05,27.25,56.8,1,,GBP
S12796566437966,#3306133,40070730448974,76.74,24.74,52,1,,GBP
S12796566536270,#3306133,39399871676494,84.05,27.24,56.81,1,,GBP
S12796596748366,#3306179,40106358997070,86.93,12.93,74,1,,GBP
S12796596781134,#3306179,32841374892110,80.72,11.72,69,1,,GBP
S12796617064526,#3306210,39399871643726,84.05,0,84.05,1,,GBP
S12796617097294,#3306210,39508945436750,76.74,15.35,61.39,1,,GBP
S12796630564942,#3306222,31677164748878,105.01,0,105.01,1,,GBP
S12796657860686,#3306265,40106359029838,82.04,12.04,70,1,,GBP
S12796657893454,#3306265,32841360408654,75.47,11.47,64,1,,GBP
S12796674605134,#3306288,28619227856974,100.26,100.26,0,1,,GBP
S12796681846862,#3306296,40128470646862,105.01,0,105.01,1,,GBP
S12796684992590,#3306298,40416200785998,34.13,6.83,27.3,1,,GBP
S12796685058126,#3306298,28619227889742,98.45,19.69,78.76,1,,GBP
S12796685025358,#3306298,39422054236238,150.95,44.95,106,1,,GBP
S12796687286350,#3306300,39926152888398,82.04,16.41,65.63,1,,GBP
S12796687319118,#3306300,40106358997070,82.04,0,82.04,1,,GBP
S12796693938254,#3306311,39399871512654,79.06,79.06,0,1,,GBP
S12796693872718,#3306311,39541981708366,113.2,113.2,0,1,,GBP
S12796693774414,#3306311,39337886023758,113.2,113.2,0,1,,GBP
S12796693807182,#3306311,32841374990414,73.67,73.67,0,1,,GBP
S12796693839950,#3306311,40110634008654,44.92,44.92,0,1,,GBP
S12796693708878,#3306311,32715198365774,95.23,95.23,0,1,,GBP
S12796693741646,#3306311,39668545421390,44.92,44.92,0,1,,GBP
S12796693905486,#3306311,40230420938830,79.06,79.06,0,1,,GBP
S12796711829582,#3306331,28587503648846,99.54,0,99.54,1,,GBP
S12796796928078,#3306473,39940333764686,150.95,0,150.95,1,,GBP
S12796804104270,#3306486,32841360408654,71.22,14.24,56.98,1,,GBP
S12796804137038,#3306486,39399871414350,76.4,0,76.4,1,,GBP
S12796806070350,#3306488,40200690925646,40.03,0,40.03,1,,GBP
S12796806234190,#3306489,32841360670798,76.86,76.86,0,1,,GBP
S12796818489422,#3306503,39668544110670,47.03,47.03,0,1,,GBP
S12796818554958,#3306503,32841374924878,77.26,77.26,0,1,,GBP
S12796818522190,#3306503,32841360703566,77.26,77.26,0,1,,GBP
S12796825469006,#3306521,39530800742478,100.77,100.77,0,1,,GBP
S12796827304014,#3306526,40106358898766,82.04,0,82.04,1,,GBP
S12796827271246,#3306526,39399871676494,82.04,16.41,65.63,1,,GBP
S12796837789774,#3306548,39668498792526,43.66,8.73,34.93,1,,GBP
S12796837888078,#3306548,40241675173966,43.66,8.73,34.93,1,,GBP
S12796837625934,#3306548,40230657720398,71.6,14.32,57.28,1,,GBP
S12796837855310,#3306548,39668552040526,43.66,8.73,34.93,1,,GBP
S12796837691470,#3306548,39508946092110,71.6,14.32,57.28,1,,GBP
S12796837920846,#3306548,39668528414798,43.66,8.73,34.93,1,,GBP
S12796837658702,#3306548,39645444505678,71.6,14.32,57.28,1,,GBP
S12796837822542,#3306548,39634103435342,43.66,8.73,34.93,1,,GBP
S12796837724238,#3306548,32841374990414,71.6,14.32,57.28,1,,GBP
S12796837757006,#3306548,32841361031246,71.6,0,71.6,1,,GBP
S12796844441678,#3306558,28587503583310,105.97,0,105.97,1,,GBP
S12796844408910,#3306558,32841360375886,76.74,15.35,61.39,1,,GBP
S12796867477582,#3306603,28587503583310,105.01,11.43,93.58,1,,GBP
S12796867510350,#3306603,39991315267662,98.45,28.25,70.2,1,,GBP
S12796871737422,#3306616,39634103337038,49,49,0,1,,GBP
S12796871770190,#3306616,39645443424334,80.18,80.18,0,1,,GBP
S12796873343054,#3306619,39530801070158,98.45,0,98.45,1,,GBP
S12796889137230,#3306651,31872561217614,97.41,97.41,0,1,,GBP
S12796889104462,#3306651,31872561184846,97.41,97.41,0,1,,GBP
S12796910141518,#3306691,28619227889742,105.83,0,105.83,1,,GBP
S12796913352782,#3306701,28587503681614,108.61,108.61,0,1,,GBP
S12796913320014,#3306701,28587545591886,108.61,108.61,0,1,,GBP
S12796915679310,#3306705,39530800742478,98.43,0,98.43,1,,GBP
S12796923838542,#3306721,39399871545422,82.02,0,82.02,1,,GBP
S12796926918734,#3306727,32841374924878,78.65,78.65,0,1,,GBP
S12796926951502,#3306727,39867951448142,78.65,78.65,0,1,,GBP
S12796972859470,#3306813,32841360408654,213.69,28.49,185.2,3,,GBP
S12796972826702,#3306813,32841374892110,142.46,28.49,113.97,2,,GBP
S12796992258126,#3306848,28538965360718,102.38,0,102.38,1,,GBP
S12797030694990,#3306907,32841360670798,75.46,0,75.46,1,,GBP
S12797031710798,#3306912,28587503648846,104.99,0,104.99,1,,GBP
R12797041082446,RET#3306925,39399871545422,-69,0,0,-1,shipping issues or timing,GBP
R12797041049678,RET#3306925,40106359423054,-69,-13.8,0,-1,shipping issues or timing,GBP
S12797045801038,#3306930,40154584973390,107.49,107.49,0,1,,GBP
S12797112746062,#3307041,39668550795342,49.8,9.96,39.84,1,,GBP
S12797112778830,#3307041,39508945928270,80.93,0,80.93,1,,GBP
S12797118251086,#3307054,39399871709262,82.02,16.4,65.62,1,,GBP
S12797118283854,#3307054,39399871447118,82.02,16.4,65.62,1,,GBP
S12797118218318,#3307054,39337885958222,118.11,0,118.11,1,,GBP
S12797129621582,#3307082,40230420873294,82.02,12.02,70,1,,GBP
S12797129588814,#3307082,40230424870990,45.93,6.93,39,1,,GBP
S12797268688974,#3307276,32893671473230,64,12.8,51.2,1,,GBP
S12797268721742,#3307276,40230420873294,69,0,69,1,,GBP
S12797280026702,#3307286,39399871742030,82.02,16.02,66,1,,GBP
S12797279961166,#3307286,39509196046414,75.46,15.46,60,1,,GBP
S12797279993934,#3307286,32841374957646,75.46,15.46,60,1,,GBP
S12797294673998,#3307297,39457106821198,102.5,0,102.5,1,,GBP
S12797304733774,#3307309,39399871676494,82.02,0,82.02,1,,GBP
S12797304832078,#3307310,39399871479886,82.02,16.4,65.62,1,,GBP
S12797304766542,#3307310,32576267583566,75.46,27.16,48.3,1,,GBP
S12797304799310,#3307310,32841374957646,75.46,27.16,48.3,1,,GBP
S12797305421902,#3307312,40106358898766,76.01,11.01,65,1,,GBP
S12797305454670,#3307312,32841360375886,70.68,10.68,60,1,,GBP
S12797326426190,#3307326,39668513374286,137.79,26.82,110.97,3,,GBP
S12797335109710,#3307336,40128470515790,110.19,0,110.19,1,,GBP
S12797339369550,#3307344,32841360408654,75.46,11.46,64,1,,GBP
S12797339336782,#3307344,32841360670798,75.46,11.46,64,1,,GBP
S12797358178382,#3307363,32841374924878,75.46,15.09,60.37,1,,GBP
S12797358211150,#3307363,32841360441422,75.46,0,75.46,1,,GBP
S12797360472142,#3307369,39399871512654,82.02,16.4,65.62,1,,GBP
S12797360504910,#3307369,39399871774798,82.02,0,82.02,1,,GBP
S12797369319502,#3307374,39541981741134,118.11,0,118.11,1,,GBP
S12797370302542,#3307375,39668492304462,45.93,8.93,37,1,,GBP
S12797370237006,#3307375,40051634864206,45.93,8.93,37,1,,GBP
S12797370269774,#3307375,40110633680974,45.93,8.93,37,1,,GBP
S12797371580494,#3307376,28587546017870,104.99,0,104.99,1,,GBP
S12797373087822,#3307378,28587538153550,106.81,0,106.81,1,,GBP
S12797374464078,#3307381,39867951513678,75.46,15.09,60.37,1,,GBP
S12797374496846,#3307381,39399871512654,82.02,0,82.02,1,,GBP
S12797383311438,#3307389,40244728594510,49.8,9.96,39.84,1,,GBP
S12797383376974,#3307389,40245471084622,87.16,13.16,74,1,,GBP
S12797383344206,#3307389,40244728594510,49.8,7.79,42.01,1,,GBP
S12797400645710,#3307403,28538965360718,98.43,0,98.43,1,,GBP
S12797403627598,#3307404,40251781775438,124.51,0,124.51,1,,GBP
S12797417783374,#3307410,32841360703566,75.46,0,75.46,1,,GBP
S12797417750606,#3307410,32576267550798,75.46,15.09,60.37,1,,GBP
S12797441966158,#3307427,32715198038094,105.83,10.58,95.25,1,,GBP
S12797448028238,#3307431,39405461471310,75.46,0,75.46,1,,GBP
S12797454024782,#3307445,32841374924878,75.46,15.09,60.37,1,,GBP
S12797454057550,#3307445,32841360441422,75.46,0,75.46,1,,GBP
S12797462446158,#3307451,32841374892110,75.46,15.09,60.37,1,,GBP
S12797462413390,#3307451,39508945928270,75.46,15.09,60.37,1,,GBP
S12797462478926,#3307451,28619227856974,98.43,0,98.43,1,,GBP
S12797466017870,#3307456,39457105969230,124.51,0,124.51,1,,GBP
S12797466214478,#3307458,32576267518030,75.46,0,75.46,1,,GBP
S12797466181710,#3307458,32576267255886,75.46,15.09,60.37,1,,GBP
S12797471948878,#3307465,40106358997070,82.02,0,82.02,1,,GBP
S12797490593870,#3307486,28538965393486,98.43,0,98.43,1,,GBP
S12797492363342,#3307487,40245471346766,82.02,0,82.02,1,,GBP
S12797492396110,#3307487,32841360670798,150.92,30.18,120.74,2,,GBP
S12797514874958,#3307519,39399871742030,82.02,16.4,65.62,1,,GBP
S12797514907726,#3307519,39399871479886,82.02,0,82.02,1,,GBP
S12797527556174,#3307543,40418104082510,124.51,18.51,106,1,,GBP
S12797527523406,#3307543,40418104082510,124.51,24.9,99.61,1,,GBP
S12797527588942,#3307543,40409870925902,105.83,15.83,90,1,,GBP
S12797528932430,#3307546,40128470646862,104.99,0,104.99,1,,GBP
S12797545250894,#3307575,40409332547662,98.43,0,98.43,1,,GBP
S12797548298318,#3307584,39668552040526,44.03,8.81,35.22,1,,GBP
S12797548462158,#3307584,32841360736334,71.23,0,71.23,1,,GBP
S12797548396622,#3307584,39508945993806,71.23,14.25,56.98,1,,GBP
S12797548429390,#3307584,32841374957646,71.23,14.25,56.98,1,,GBP
S12797548232782,#3307584,39668545749070,44.03,8.81,35.22,1,,GBP
S12797548331086,#3307584,40114229870670,44.03,8.81,35.22,1,,GBP
S12797548363854,#3307584,40110633779278,44.03,8.81,35.22,1,,GBP
S12797548265550,#3307584,39668498792526,44.03,8.81,35.22,1,,GBP
S12797556686926,#3307601,40244728889422,45.93,9.19,36.74,1,,GBP
S12797556719694,#3307601,40244728627278,45.93,0,45.93,1,,GBP
S12797560782926,#3307607,39399871676494,76.7,15.7,61,1,,GBP
S12797560750158,#3307607,32841360408654,71.41,14.41,57,1,,GBP
S12797560717390,#3307607,32576267255886,71.41,14.41,57,1,,GBP
S12797572579406,#3307634,39399871512654,76.41,11.41,65,1,,GBP
S12797572612174,#3307634,39399871774798,76.41,11.41,65,1,,GBP
S12797618913358,#3307737,40230420807758,86.99,17.4,69.59,1,,GBP
S12797618946126,#3307737,39399871643726,86.99,0,86.99,1,,GBP
S12797645946958,#3307784,40245471051854,71.25,14.25,57,1,,GBP
S12797645979726,#3307784,40245471313998,71.25,0,71.25,1,,GBP
S12797645881422,#3307784,39867951382606,66.25,13.25,53,1,,GBP
S12797645914190,#3307784,32841360375886,66.25,13.25,53,1,,GBP
S12797653778510,#3307807,39422053220430,154.2,46.2,108,1,,GBP
S12797653811278,#3307807,40128470515790,104.99,21,83.99,1,,GBP
